Id	HS	PT	GG	NL	#1#	TreeFull	TreeHominids
ENST00000620169	0.002398267160694711	0.002046909352793813	0.0029728337889793205	0.0005142644867284461	0.0003701909620679953	0.008302465751264287	0.007788201264535839
ENST00000614102	0.003865492806081134	0.0019060595326492388	0.0003302544830944567	0.001492855698385389	0.0005157463500123306	0.00811040887022255	0.006617553171837161
ENST00000262442	0.0005636776334401591	0.001370288932832175	0.00043425971276659335	0.0045124122304744975	0.0002077033762594233	0.007088341885772848	0.002575929655298351
ENST00000572933	0.0016978519944725158	0.0003174944469383251	0.0011930113051996727	0.002607564462220581	0.001240196623006918	0.007056118831838012	0.004448554369617432
ENST00000280772	0.0009957498292430815	0.0011458299872805341	0.0022412425672326316	0.011006811203302908	0.0007231646642091392	0.016112798251268295	0.005105987047965386
ENST00000374695	0.0018718509660970257	7.40972442748772e-05	0.00014832004949909315	0.003948028826262193	0.0004612564234335964	0.006503553509566786	0.0025555246833045926
ENST00000261800	0.0002947303587123866	0.0006148438380683694	0.0007032069874943658	0.004863664901180689	0.000970291812383958	0.007446737897839769	0.00258307299665908
ENST00000342160	0.0029744791416957345	0.0026433863388467525	0.003271399985307301	0.01452967296978376	0.000269275309788772	0.02368821374542232	0.00915854077563856
ENST00000377560	0.002498854875892378	0.0024013796421470334	0.0034967922220991306	0.01332237795876705	0.0004946675465806016	0.022214072245486192	0.008891694286719144
ENST00000420323	1.4437513218907e-05	0.0008244191952358391	0.0046856462552120545	0.0011756746447357802	0.0014958006828095956	0.008195978291212175	0.007020303646476396
ENST00000378402	0.002014247204168447	0.0006838307150586792	0.0005401193727729596	0.0031918941867067827	0.00045252085353914733	0.006882612332246015	0.0036907181455392334
ENST00000635942	0.0019262902847240228	0.0017781557910895168	0.0053596748131875555	0.015062778636813857	0.0036848678866559484	0.027811767412470902	0.012748988775657043
ENST00000620676	0.001042578033711865	0.001186794644043346	0.0017987651067721839	0.00771437154885001	0.000970291812383958	0.012712801145761362	0.004998429596911352
ENST00000261383	9.113325192089232e-06	0.0003912954443771716	0.0005063170499356087	0.0007086698324337767	0.00027179007628075444	0.0018871857282194006	0.0011785158957856238
ENST00000613296	0.00491059287075041	0.006285696999382579	0.004423511218923119	0.02249025906054867	0.00020993187206282777	0.0383199920216676	0.015829732961118934
ENST00000312428	0.00032376056017288267	0.0008486056465576691	0.0011063145911131998	0.002718950401955203	0.000970291812383958	0.005967923012182912	0.0032489726102277097
ENST00000446378	0.002435813586551808	0.0033085828247603564	0.004801833352318848	0.016648979150938964	0.0016023877645561886	0.028797596679126167	0.012148617528187201
ENST00000512123	0.0021042519373199522	0.00016713847327774279	0.0013609294874601299	0.002425093862953795	0.0008043315459845315	0.0068617453069961505	0.0044366514440423565
ENST00000358544	0.00029710137097933116	0.0015392110662904475	0.0026346236462425447	0.007410736080724435	0.004391651329001441	0.0162733234932382	0.008862587412513764
ENST00000672209	0.00014416720470631283	0.0005618903337220025	0.0008844057993259817	0.002274055927830431	5.7985913181974355e-05	0.003922505178766703	0.0016484492509362715
ENST00000359028	0.00039034867390391054	0.0002896803429994774	0.00043002490976737275	0.0006859192247502706	6.383444316733478e-05	0.0018598075945883662	0.0011738883698380956
ENST00000296452	0.0007620888587549948	0.0001107504150602047	0.001206162995012302	0.004073876834030293	0.0004176529478076512	0.006570532050665446	0.0024966552166351525
ENST00000371117	0.002742792148970684	0.0010175875394852854	0.004877198789080012	0.012121673503343349	0.0005857250990772225	0.02134497707995655	0.009223303576613204
ENST00000389793	0.001048591860414983	0.0014148481735906425	0.0015605166184276984	0.0014480689142854913	0.000970291812383958	0.006442317379102773	0.004994248464817282
ENST00000297405	0.001084374623279324	0.0012571331433741516	0.002352545723326249	0.010325852413573484	0.000970291812383958	0.015990197715937165	0.005664345302363682
ENST00000357033	0.00028727966207389623	0.0015192304474900302	0.0015270953400431213	0.007837084413765513	0.0004274036340123046	0.011598093497384864	0.0037610090836193524
ENST00000644861	0.0011594663900324912	0.0015331465696023392	0.0020453684036033535	0.006069541326353178	0.0006952264826341965	0.01150274917222556	0.005433207845872381
ENST00000375759	0.0007706215003755634	0.00039732224060902866	0.0004401665129735348	0.0018889749654255033	0.00040654993066220125	0.0039036351500458316	0.0020146601846203283
ENST00000268489	0.001685819169547465	0.0009433906725555912	0.0013934337560840043	0.008031895065339224	0.0006482824713307132	0.012702821134856997	0.004670926069517774
ENST00000651372	0.0008548719893076398	0.001969150917770607	0.0015496412264771608	0.009700766171071133	0.000970291812383958	0.015044722117010498	0.005343955945939366
ENST00000401783	0.00014387916129798926	0.0005253242961423179	0.0002860377208999962	0.0009239438568103622	0.00040404038162516727	0.002283225416775833	0.0013592815599654706
ENST00000398571	0.0024079068885793724	0.0023104316548340277	0.002271735805885156	0.012060212281019996	0.000970291812383958	0.02002057844270251	0.007960366161682515
ENST00000520002	0.0001424183419772274	0.0017451418742669722	0.00028917107160608213	0.0015100938059384172	0.00016157022129945954	0.0038483953150881584	0.002338301509149741
ENST00000314191	0.0010624326700702992	0.0009649574363249545	0.0023792984195544235	0.0065101417907829275	0.0006518711760364882	0.011568701492769092	0.005058559701986165
ENST00000373381	0.0014428507215847488	0.0010387680961993812	0.0012137940488227356	0.002525288516623982	0.0006641537417242389	0.006884855124955087	0.004359566608331105
ENST00000424685	0.0021027661706159778	0.002005290936870633	0.002809963581644928	0.011389960012217887	0.0006798052453449517	0.018987785946694376	0.007597825934476491
ENST00000634258	0.0014857190036868635	0.0010902255886268448	0.0021856381685789418	0.010094529582814172	0.0006727170445281685	0.01552882938823499	0.005434299805420819
ENST00000367409	0.0020618224233436436	0.0009720015841028023	0.004336236651114569	0.005136347218329798	0.001692825607099704	0.014199233483990516	0.009062886265660718
ENST00000367545	0.0006414363803293253	0.0002519477118910346	0.0001784530868612394	0.005216979662006575	9.603851467749518e-05	0.006384855355765669	0.0011678756937590945
ENST00000295888	0.0026804911930841287	0.0014061991127272823	0.0025016116926793795	0.012225840057652794	0.000970291812383958	0.019784433868527542	0.007558593810874748
ENST00000252999	0.0031605094258202095	0.0016530135470617725	0.00462714510777514	0.004925484815228028	0.00035848390097840304	0.014724636796863554	0.009799151981635525
ENST00000380152	0.0005497535808340398	0.0006472288145793845	0.0010239201365716526	0.031348756888154826	0.0006770796713006603	0.03424673909144056	0.002897982203285737
ENST00000299441	0.0014567978669250798	0.00046494056656732176	0.002454735213131832	0.0057112695266215985	0.0006669397700152378	0.01075468294326107	0.005043413416639471
ENST00000164024	0.0003863185251585864	0.0003592448712579155	0.0007361677086941817	0.006702448256271556	5.164010000457703e-07	0.008184695762382286	0.0014822475061107294
ENST00000377833	0.001609180525962194	0.002319400876918353	0.006447536815750415	0.004862684192910277	5.523913300919242e-05	0.015294041544550432	0.010431357351640155
ENST00000359863	0.0029744791416957345	0.002567550091462675	0.003972416487902487	0.014845467463537543	0.000970291812383958	0.025330204996982394	0.010484737533444855
ENST00000393667	0.0010102004600839798	0.0014148481735906425	0.001241519568606895	0.006494042442489776	0.0006643410680668255	0.010824951712838118	0.004330909270348343
ENST00000359568	0.0043422387229240245	0.005717669402161488	0.006222001204332471	0.016089982196657818	0.0025223296138323996	0.0348942211399082	0.01880423894325038
ENST00000368654	0.004730213867765403	0.004827689101510748	0.008901916467779512	0.036384411806260224	0.0035168952038491783	0.05836112644716507	0.021976714640904844
ENST00000295550	0.00042670706289707006	0.0009667836518311521	0.0023808197807588406	0.005876669732667749	0.0003027828344141385	0.00995376306256895	0.004077093329901201
ENST00000360280	0.001712251141988167	0.0006670582571475458	0.001762470837099643	0.0004290613797466661	0.0006077422850059015	0.005178583900987923	0.004749522521241258
ENST00000439458	0.001706650128764909	0.0025601973157236006	0.0014351490309355013	0.012291879394236501	0.0006534852201571688	0.01864736108981768	0.006355481695581179
ENST00000262518	0.001687477677048286	0.0012679931022497272	0.001719075763002825	0.00479684103658322	0.0006486966978579767	0.010120084276742035	0.005323243240158815
ENST00000370621	0.003090982390792172	0.0038290726368366747	0.004016122560326839	0.014581400939490376	0.0015791040872164242	0.027096682614662485	0.01251528167517211
ENST00000638951	0.004360906963134544	0.0009434400894353808	0.006569128182560698	0.01912763177631826	0.0018936719590450148	0.0328947789704939	0.013767147194175638
ENST00000615845	0.001333789684235846	0.0002506071257312569	0.0016169454249737331	0.0044037323289039115	0.00034204433396627955	0.007947118897811026	0.003543386568907116
ENST00000322507	0.002314848510917818	0.0015573072466065505	0.0026527198265586475	0.007187648268970585	1.9317372782320344e-05	0.013731841225835921	0.006544192956865336
ENST00000367607	0.0016677164598239659	0.0010484182081552575	0.0019215102008753142	0.002654950875223591	0.001644943414695546	0.008937539158773674	0.006282588283550083
ENST00000508244	0.0013280262543578	0.0027530821676551775	0.004984352629069743	0.013688205115523083	0.002337683417161179	0.025091349583766985	0.011403144468243899
ENST00000313654	0.00030869948905103747	0.001458503966989654	0.001366268197467626	0.003007926747621171	0.0023630446073742693	0.008504443008503757	0.005496516260882586
ENST00000355072	5.429652046496942e-05	0.0008588397517131537	0.0026274263725697875	0.00533267195741431	0.00029802287950180136	0.009171257481664022	0.003838585524249712
ENST00000543779	0.0013267608582092445	0.0005694373656164055	0.0019948284999568512	0.009519935548911347	0.000970291812383958	0.014381254085077807	0.004861318536166459
ENST00000421865	0.00028630547989543214	0.0014949553006779158	0.0006110687851976042	0.003310371237137977	3.6926671289829664e-05	0.005739627474198759	0.002429256237060782
ENST00000389658	5.0224895146759856e-05	0.0018320528936223669	0.0007366403136702697	0.0031643489456720623	0.00037289173408366785	0.006156158782195127	0.002991809836523064
ENST00000394143	0.0029818587858061775	0.0020841440220060485	0.005308392586570369	0.017743343163439812	0.0029966555385803517	0.031114394096402757	0.013371050932962947
ENST00000040738	1.7355251951918678e-05	0.0017267529901089	0.003271605970333202	0.011132841631444592	0.0006714750971818182	0.01682003094102043	0.005687189309575839
ENST00000539542	0.0009778062653725828	0.0015463317222453284	0.00035875803227828316	0.005776738531373128	0.000970291812383958	0.00962992636365328	0.0038531878322801525
ENST00000382031	0.000336825123184315	0.0004211521160797276	1.3321907095515187e-05	0.006170588320277708	0.0019975586760253897	0.008939446142662656	0.0027688578223849475
ENST00000503238	0.002306029918944853	0.001539658339189264	0.0029695750199357097	0.010440176279076625	0.0003018425896330767	0.017557282146779526	0.007117105867702904
ENST00000366955	0.002956345491579515	0.0027234060519073944	0.003943192124758599	0.00914601629700984	1.5739491827873315e-05	0.018784699457083224	0.009638683160073382
ENST00000278616	0.0009758109213968483	0.00012249842424744226	0.00130663683525779	0.0064388371624675665	2.854296351668679e-05	0.008872326306886332	0.0024334891444187674
ENST00000598234	0.006680521660204893	0.0060596060584566895	0.0042463183579407385	0.03451857530105113	0.0018807436184551246	0.05338576499610857	0.018867189695057445
ENST00000423902	0.002638739672367736	0.001869447147650562	0.0033008247903965685	0.012101992938298797	0.000970291812383958	0.02088129636109762	0.008779303422798824
ENST00000524981	0.0006161889890328614	0.009747149320446012	0.00038174835717389105	0.0007960499839590289	0.0008234306416429192	0.012364567292254712	0.011568517308295683
ENST00000381638	0.0005384243438146183	0.001485699335692032	0.0004905188197244152	0.007788229426383951	7.300510019371661e-05	0.010375877025808734	0.002587647599424782
ENST00000645453	0.0041015129215569	0.0033639150378806373	0.01022999433307461	0.025167440773015304	0.0015214038289254922	0.04438426689445295	0.01921682612143764
ENST00000647500	0.002286957629567524	0.0025333022376138256	0.0032848949757742765	0.01340048666696978	0.000970291812383958	0.022475933322309363	0.009075446655339584
ENST00000645898	0.0022812382127192295	0.0007958377041258776	0.0018912502840779748	0.007463036652120085	6.974988303001231e-05	0.01250111273607318	0.005038076083953094
ENST00000328333	0.0014510599961786615	0.00015591379358977694	0.001477188279662216	0.0010954244831875935	0.0027731190589318725	0.0069527056115501204	0.005857281128362527
ENST00000219905	8.63904916223548e-05	0.0007117197707336201	0.00181212603362729	0.006411358178290104	0.0008337858914310635	0.00985538036570443	0.0034440221874143286
ENST00000389622	0.005063306574897596	0.001308562021228931	0.005469863841589422	0.020684043228489823	0.0025164620687905476	0.03504223773499632	0.014358194506506496
ENST00000447540	0.0022067247853651425	0.0028770039079503897	0.0005128704658604981	0.010463498741695273	0.0005864883150608106	0.016646586215932114	0.006183087474236841
ENST00000399391	0.004043093516950801	0.0006256266432517225	0.003749629606007791	0.005023706029124671	7.920977074128016e-05	0.013521265566076265	0.008497559536951594
ENST00000368802	0.0012446741782775133	0.0008008785947504417	0.0015735249366847035	0.003292524401498839	0.0004133126975158914	0.007324914808727389	0.00403239040722855
ENST00000262738	0.001516546370768093	0.003491251365478276	0.0006060396413088442	0.004198861693602247	0.00015057510862696063	0.00996327417978442	0.005764412486182174
ENST00000316623	0.0029744791416957345	0.0028770039079503897	0.003263196600018727	0.009063311050613273	0.0006157447425469869	0.018793735442825112	0.009730424392211837
ENST00000262464	0.0018761813926331688	0.002144939453587332	0.003240352033539429	0.012532992057097705	0.000970291812383958	0.02076475674924159	0.008231764692143888
ENST00000369005	0.0007292287957886803	0.0019523621407318247	0.0006593657621357272	0.005246081929143182	4.5650045165392854e-05	0.008632688672964808	0.0033866067438216253
ENST00000379802	0.002259427269970082	0.0007303125647869775	0.0032573646161768344	0.011525343144342969	0.0006128297889171775	0.01838527738419404	0.006859934239851071
ENST00000344204	0.0026156059994984966	0.0028770039079503897	0.002536150531845012	0.01222996672016211	0.000970291812383958	0.021229018971839965	0.008999052251677856
ENST00000271332	0.0007926600943623224	0.001786689425960072	0.002518399510540837	0.009270244487654988	0.0002435475943511603	0.014611541112869381	0.005341296625214392
ENST00000447313	0.00259850637236512	0.0037443828903271663	0.003348515634460686	0.01701279224240638	0.0039043696509519494	0.0306085667905113	0.01359577454810492
ENST00000251268	0.0013243137507378277	0.002052261593160006	0.0019092839219655563	0.0017684692921991919	0.00014554949759357444	0.007199878055656157	0.005431408763456965
ENST00000257430	0.0001565836525484329	0.0011167499769385975	0.002564461309873909	0.006986850350934024	0.000970291812383958	0.011794937102678923	0.004808086751744898
ENST00000321892	0.0005880468919074633	0.0014535161230966546	0.002548928703048752	0.002579539583960863	9.713401392791516e-05	0.007267165315941647	0.004687625731980785
ENST00000438447	0.00020138696552246494	0.003086042980296024	0.0023894339948618264	0.011857437524615488	0.0005738596961911034	0.01810816116148691	0.006250723636871418
ENST00000282516	0.0029744791416957345	0.0018015422520426948	0.0032555705790692515	0.010795760665788159	0.00025344590355072267	0.019080798542146563	0.008285037876358403
ENST00000367742	0.00011324686066349924	0.0007318475615622536	0.0010401253356417993	0.006495800905060887	0.0008170187617117934	0.009198039424640233	0.0027022385195793457
ENST00000520539	0.0029744791416957345	0.0025163186019661874	0.003972416487902487	0.013298405058969148	0.000970291812383958	0.023731911102917516	0.010433506043948368
ENST00000518659	0.0022532385767127425	0.0028770039079503897	0.003251175922919495	0.013299186750604493	0.0006097365533851247	0.022290341711572247	0.008991154960967753
ENST00000530271	0.0006226470391537458	3.3885336558859766e-07	0.0021754708112008566	0.0020899718686768053	0.0006111609053098747	0.0054995894777068715	0.0034096176090300657
ENST00000361243	0.0018323335892685734	7.829931426750524e-05	0.004547731367722846	0.012211192257557592	0.002355039166137443	0.02102459569495396	0.008813403437396368
ENST00000289672	0.004037913498354501	0.0071027499599019255	0.00415170500483829	0.023918079560482225	0.0016075037598006063	0.04081795178337755	0.016899872222895324
ENST00000580640	0.00010956339526571037	0.00020703862901105515	0.0024315841337468154	0.008124279538621201	0.000970291812383958	0.01184275750902874	0.003718477970407539
ENST00000261637	0.0011605842130098334	0.0003366287438985576	0.0003413304358621714	0.0015956354537814185	0.0001176502713529649	0.0035518291179049456	0.001956193664123527
ENST00000450053	0.0016676955390694049	0.0013320055318695304	0.00010543564440633306	0.0006897075671951584	0.0009613294179231935	0.00475617370046362	0.004066466133268462
ENST00000325888	0.002557203942651291	0.002459728708905946	0.003972416487902487	0.011702710965929577	0.000970291812383958	0.021662351917773257	0.009959640951843683
ENST00000422452	0.0022410724348209403	0.0014096522140006583	0.0006678421570204848	0.012527611214511548	0.000970291812383958	0.01781646983273759	0.005288858618226042
ENST00000368346	0.0014529877869428175	0.0021165475975388993	0.0020701903103512156	0.008216680243850163	0.000970291812383958	0.014826697751067054	0.00661001750721689
ENST00000373233	0.001846447437197209	0.002125124173281069	0.0020916561065377304	0.0041264809504247615	0.00021841207771463764	0.010408120745155408	0.006281639794730646
ENST00000651877	0.003937522355470147	0.004851324165160334	0.004164324905159226	0.0045894035274298625	0.0005650233164622747	0.018107598269681845	0.013518194742251981
ENST00000511685	0.001862338155888783	0.0021357140296757336	0.002489286812995317	0.01249600859672244	0.000970291812383958	0.01995363940766623	0.007457630810943792
ENST00000379388	0.003744471107049247	0.0008501714839719995	0.000991788349764698	0.002932894251894795	0.0005189117390837875	0.009038236931764528	0.006105342679869733
ENST00000220616	0.00747727706995823	0.0004705908120761263	0.005354269288182084	0.009729567061036164	0.000598889765403446	0.02363059399665605	0.013901026935619886
ENST00000439151	8.59670114103585e-05	0.0028770039079503897	0.0020607355386697114	0.00432550416951368	0.0005882478726845275	0.009937458500228667	0.005611954330714987
ENST00000278550	0.001858199956013959	0.0001025141249550313	0.0017386106446619764	0.00987057228084513	0.00022624415901055777	0.013796141165486654	0.003925568884641524
ENST00000449802	0.0011167784402511057	0.00046934611939389434	0.00137066813308439	0.0038906997314442186	0.00014391443101950685	0.0069914068551931155	0.003100707123748897
ENST00000265148	0.001975083599471081	0.00436526140419177	0.0013588985006950166	0.0025471292766853643	0.0005904247612823285	0.01083679754232556	0.008289668265640197
ENST00000381340	0.00259987715192468	0.0017527766956693983	0.0028481892756214953	0.012087990471215199	0.000970291812383958	0.02025912540681473	0.008171134935599532
ENST00000649015	4.66711924804763e-05	0.0028770039079503897	0.0035952714711749013	0.01471003856233603	0.000970291812383958	0.022199276946325754	0.007489238383989726
ENST00000369577	0.0014656142760257496	0.0013681390422804049	0.00018245256756650122	0.003329320073487985	0.0001611433450878025	0.0065066693044484435	0.003177349230960458
ENST00000300648	0.0006747464301645255	0.002494082210757582	0.0032064264083199526	0.010859704501072973	0.0005873701151911501	0.01782232966550618	0.00696262516443321
ENST00000357232	0.006373130518738566	0.000851561187188312	0.001999979017627845	0.0086421578607963	0.0005194663774831225	0.018386294961834145	0.009744137101037845
ENST00000553484	0.0018132636057540566	0.0009408948810839491	0.0031984226412135226	0.012364894597656793	0.0005833697723468903	0.01890084549805521	0.006535950900398419
ENST00000446231	0.0025225017328714696	0.001067867277017917	0.003520439079078222	0.014107925348570142	0.000970291812383958	0.02218902524992171	0.008081099901351566
ENST00000350721	0.0002909429328413057	0.0013444365581722732	0.003589494790709679	0.008163766030164013	0.0005622755373941585	0.01395091584928143	0.005787149819117416
ENST00000490882	0.0010048113786481883	0.0016956688621192952	0.0027910814420713925	0.013889047166939004	0.000970291812383958	0.020350900662161837	0.006461853495222834
ENST00000467148	0.001362212062579522	0.0022502011714838326	0.0011547885915317354	0.016106582741040223	0.0017872439117319122	0.022661028478367228	0.006554445737327002
ENST00000378330	0.005613359897585316	0.0042743972496747384	0.003178984669722641	0.00614501344503373	0.00045590286720138134	0.019667658129217808	0.013522644684184078
ENST00000224140	0.0001828522040998662	0.006324901390564597	0.004024427407502093	0.018560682543162385	0.0005719647806285006	0.029664828325957442	0.011104145782795057
ENST00000262715	0.0022349095175687155	0.0035384150482496357	0.001170733646665058	0.010037821923114858	0.00017061164181966793	0.017152491777417934	0.007114669854303077
ENST00000358731	0.003529608827480643	0.003627084061225988	0.003347664998603247	0.024631828072051748	0.000970291812383958	0.03610647777174558	0.011474649699693836
ENST00000368586	0.006683190303341995	0.004137492192073081	0.004362792989215854	0.014242878865170183	9.616588259834776e-05	0.02952252023239946	0.015279641367229277
ENST00000272895	0.002188933146861876	0.0014511555143900678	3.85011077274006e-05	0.006789337617824468	0.00057759595027874	0.011045523337082553	0.0042561857192580845
ENST00000611816	0.0029744791416957345	0.0028770039079503897	0.0031963202130139727	0.014688374612932747	0.000970291812383958	0.024706469687976802	0.010018095075044055
ENST00000399982	0.0025848434461370282	0.0017076410773706465	0.003972416487902487	0.013905016380751934	0.0005806561168252515	0.022750573508987352	0.008845557128235412
ENST00000282041	0.0014095335953923673	0.0005286662338428818	0.002798936986919292	0.0028757916594697123	0.00020318768859923662	0.00781611616422349	0.004940324504753778
ENST00000294383	0.0029744791416957345	0.002468423718405353	0.00356383629835745	0.012191145542852125	0.000970291812383958	0.02216817651369462	0.009977030970842495
ENST00000321725	0.0002881664931206479	0.0004310181796899756	0.0015264307596420728	0.006877217137478398	0.0010676139265364936	0.010190446496467588	0.00331322935898919
ENST00000419474	0.00022991752866811628	0.0010461082245215	0.0007371683551827494	0.0027106639518520645	0.000970291812383958	0.005694149872608388	0.0029834859207563237
ENST00000409792	0.0005413879170541795	0.0008498392161813122	8.603064108450315e-05	0.0028292915838585547	0.00015991899656116507	0.0044664683547397145	0.0016371767708811599
ENST00000325212	0.004472155308430103	0.0029973031742229813	0.006231753686339249	0.022335931587414364	0.0017667577946566494	0.03780390155106334	0.015467969963648982
ENST00000352632	0.0021369581547163227	0.0012012599045825004	0.00271587181995436	0.01462694990084185	0.0005516189990670878	0.021232658779162118	0.006605708878320271
ENST00000356056	0.0010094559116381094	0.0005185122486574497	0.0023292979464304376	0.004807176413833282	0.000970291812383958	0.009634734332943236	0.0048275579191099545
ENST00000420124	0.0016664344816803931	0.0006149245639140246	0.0009176464929455232	0.008907070341662209	0.000970291812383958	0.013076367692586108	0.004169297350923899
ENST00000403625	0.0034702263009463606	0.0005550028927555906	0.0016105913572584344	0.006181395886871402	0.00011339373081623429	0.01193061016864802	0.00574921428177662
ENST00000584436	0.0006552889088829897	0.00023341850644200118	0.001737435516004116	0.009163444002530888	0.0005837100543502446	0.01237329698821024	0.0032098529856793515
ENST00000407587	0.006998404965344007	0.00300403543555592	0.000548386871672548	0.0032021307526569794	0.0008355777528778592	0.014588535778107313	0.011386405025450333
ENST00000361445	0.0029744791416957345	0.0028770039079503897	0.003972416487902487	0.014631137506262586	0.0005537119271677112	0.02500874897097891	0.010377611464716323
ENST00000572681	0.0008472713623202733	0.002026663720657377	0.0014192236115635067	0.013337263108445801	0.0005452121035390496	0.018175633906526007	0.004838370798080206
ENST00000298910	0.0005934136422059647	0.0004998237076759486	0.0011853017500990208	0.0033097973413450527	0.0005744873346261075	0.006162823775952095	0.0028530264346070416
ENST00000277225	0.0009772745633011585	0.0016791598837109826	0.003174013251878014	0.009862215339151364	0.000970291812383958	0.016662954850425474	0.006800739511274113
ENST00000347230	0.0013543896824424113	0.0004458843961308197	0.00032351724369126525	0.00044449201473116193	0.0005655154457968061	0.0031337987827924642	0.0026893067680613023
